,features,categorical_target_1,categorical_target_2,continuous_target_1,continous_target_2
71242,"This everyday drinker leads with concentrated but mellow aromas of black plum, turned earth, anise and sweet mint. It's quite full on the palate, with baked red fruit and baking spice flavors. Very fruit-forward.",US,Red Blend,87,19.0
29770,"This Reserve is higher in alcohol, oakier and contains more Cabernet Sauvignon than Bello's regular '10 Cab. But, like its sibling, the wine is all elbows, with the black currant and dark chocolate flavors sticking out from the other parts. The wine should have no trouble negotiating the years. Try it in 2020.",US,Cabernet Sauvignon,92,250.0
37661,"Farrell's Starr Ridge Dijon bottling is a fruity wine, bright and forward in red and black cherry, black raspberry, licorice and cola flavors, with smoky oak elaborations and a floral scent of violets. All that richness is balanced with crisp acids and even a dusting of fine tannins. Brilliant and pure, this Pinot should provide fine drinking through the age of six years or more, depending on how you like your older wines.",US,Pinot Noir,93,50.0
6619,"All from Windrige Vineyard, this is an aromatic, appealing dessert-style wine with notes of dried pink grapefruit and honey. At 18.6% residual sugar, it's rich and concentrated, with good depth and intensity.",US,Riesling,88,20.0
24707,"A deep, dark Syrah with cola, spice, pepper, cedar and olive notes to go with more familiar blackberry and mocha. The palate is deep and pure, with juicy acidity pushing herbal berry and layered spice flavors. Has good flow and feel, and overall it strikes the right chords.",Chile,Syrah,90,21.0
112925,"This is leathery and stemmy on the nose, with horsey plum and raspberry aromas. It feels narrow, with rubbery, herbal and roasted berry flavors. This is a rustic, roasted wine no matter how you slice it.",Spain,Monastrell-Syrah,83,9.0
58102,"Aromas of leather, grilled herb, wild berry and baking spice lift out of the glass. The full-bodied palate doles out raspberry confiture, ripe Morello cherry, dark spice and tobacco while densely packed, mature tannins offer support. Drink 2018–2023.",Italy,Sangiovese,92,70.0
99166,"Rich and multi-layered, the wine smells like lemon and cream, while tastes recall marzipan, lemon and pear. It feels luxurious in texture and has a tasty, lingering finish. While full bodied, it doesn't get as heavy as the flavors might suggest and shows good balance.",US,Chardonnay,90,18.0
71687,"This wine's cranberry and raspberry fruit is framed by scents of smoky, toasty oak. It's light in body, with a tart, tangy finish. Try it with seafood dishes that can handle a light red, like grilled or broiled salmon.",New Zealand,Pinot Noir,86,23.0
28300,"A simple, rounded wine, soft and fruity. Pear and apricot flavors dominate along with a crisper, grapefruit edge. The wine is aging quickly, and will be ready in a few months.",France,Chardonnay,86,21.0
40512,"This is a sweet, lightly sparkling wine—think Moscato d'Asti, or honey and lemon. It's a great aperitif with spice and citrus adding to the pleasure of this delicate, fruity wine. Screwcap.",Austria,Gelber Muskateller,88,
126471,"This wine comes from a one-acre parcel on the Corton hill. It is dense and dark both in color and in black-fruit flavors. Concentrated from the 50-year-old vines, it is firm with tannins and solid with rich fruitiness. The wine needs time; drink from 2022.",France,Pinot Noir,93,127.0
92450,"Curiously dusty wine, tasting of under-ripe cranberry with a coating of sweetness. While it is identifiably Sauvignon Blanc, it does seem to have missed out on the region's signature minerality. Screwcap.",France,Sauvignon Blanc,80,23.0
45856,"Rich and complex, this Cab shows deep black fruit flavors of blackberry and cassis framed by decadent notes of espresso, leather and peppery spice. Like crushed satin in the mouth with ample tannins and a lush fleshy fruit backbone. Accents of menthol appear on the lengthy finish. Drink now.",South Africa,Cabernet Sauvignon,89,35.0
41559,"Richly structured, this is a wine with style and balance. It has plenty of firm tannins to contrasted with its juicy blackberry fruit. It needs some time to fill out. Drink from 2019.",France,Bordeaux-style Red Blend,88,32.0
108097,"The wilted flower and candied fruit aromas are light. The palate has a broad, textured feel, with a touch of sugar on the finish.",US,Pinot Gris,86,13.0
62275,"Ripe and full of raspberries, this has a structure well cushioned by the ripe texture. The wine is packed with acidity while having a sense of floral, aromatic fruitiness. From four different parcels in premier cru, this seductive wine will also age well. Drink from 2018.",France,Pinot Noir,93,113.0
101485,"Red fruit dominant, this tight Syrah also offers whiffs of grenadine and perfume.",US,Syrah,82,20.0
99382,"Chremisa is the Roman name for Krems. This wine is more modern in its clean, bright fruits. There are also minerality, orange peel and lemon and white peach flavors.",Austria,Grüner Veltliner,86,24.0
84705,"Aromas of freshly cut wood, pencil eraser and spice crowd out berry scents. Choppy grating tannins make for a firm mouthfeel, while flavors of savory spices and briary black fruits finish oaky, with residual scratchy tannins. Give this plenty of air for it to show its best.",Argentina,Syrah,89,25.0
118522,"A full-bodied wine, structured and textured. It lacks acidity and crispness,  instead giving honey and ripe yellow fruits. It is so rich, there are hints even of late harvest grapes here. The finish is spoiled by pepper.",France,Riesling,87,
87194,Aromas of fresh summer fruits are countered by an earthy note whose contribution is questionable. Light on the palate with nice strawberry fruit but turns a bit cloying on the finish. Mousse lacks persistence. Drink now.,Italy,Brachetto,82,22.0
51738,"Fresh aromas of salty lemon cream, wet slate and riverstones, as well as a touch of slightly sour yogurt, show on the nose of this bottling from the vineyard named after Fess Parker's daughter, who now runs much of the company. The lively palate combines squeezes of citrus with a creamy mouthfeel that offers hints of nuts and orangesicle. It's a very cohesive wine.",US,Chardonnay,92,37.0
70158,"The plush texture and silky midpalate almost define Langhorne Creek, and the cedar, cassis and tobacco notes are classic Cabernet. So what's the rub? The finish falls off just a bit too quickly. It's still nice stuff for the price.",Australia,Cabernet Sauvignon,89,17.0
95643,"Négrette gives its typical earthy character to this spicy, fruity wine. It's full in the mouth, aromatic with black fruits bolstered by a light tannic edge. Drink now.",France,Red Blend,86,15.0
105296,"Creamy and rooty at first, and then smokier and darker as it settles. For young Malbec it displays both a jammy fruit side and an acidic center. So there's both ripeness and heft but also a piercing sizzle. Perfectly good for parties and less-serious imbibing.",Argentina,Malbec,85,11.0
39207,"Owned by the Castel family, this chateau regularly produces attractive wines. This year, the wine is rich and still with its layers of dominant wood flavors. It also has a fine structure that will allow it to age. The finish brings in bright, juicy acidity. Drink from 2020.",France,Bordeaux-style Red Blend,88,25.0
47637,"Even though this is a bit one dimensional, it's delicious, polished and appealing, offering flamboyant tropical fruit, butterscotch, buttered toast and spice flavors.",US,Chardonnay,87,19.0
4116,"Tangy grapefruit and gooseberry flavors make this new wine from Jackson Family Estates lively, fresh and palate-cleansing. It has medium body, good concentration and bracing acidity.",US,Sauvignon Blanc,90,17.0
40081,"Slightly pungent and sweaty at first, this wine gradually opens to reveal a core of white-grapefruit aromas and flavors. It's medium in weight and richly textured, with a long, velvety finish. Drink now.",New Zealand,Sauvignon Blanc,90,32.0
100913,"Made with Sangiovese and 10% Merlot, this opens with aromas of blackberry jam, iris and a whiff of new leather. The zesty palate shows black cherry and a hint of clove alongside brisk acidity and drying tannins that leave a sharp finish.",Italy,Red Blend,86,17.0
69682,"A pale, almost water-like color in the glass, this is a light and nuanced rosé. Scents of white cherry, melon rind, orange peel and sweet grass unfold in the bouquet and carry through to the light-bodied palate. A tart red-currant flavor and citric vibrancy linger on the close. Drink now.",France,Rosé,86,17.0
90885,"Made entirely from Nero d'Avola, this opens with black-skinned berry, freshly turned soil and cooking spice aromas. The soft, juicy palate offers blackberry, carob and clove flavors while rounded tannins lend a smooth texture. Enjoy through 2019.",Italy,Nero d'Avola,89,20.0
80018,"Pink grapefruit, freshly cut grass and ripe peaches create a winning trio, neither overtly aromatic nor too restrained. Ripe but zesty acidity and mineral depth ensure that this is serious but eminently enjoyable.",Austria,Sauvignon Blanc,90,31.0
79909,"A note of charred turmeric adds an exotic touch to the red plum and caramel aromas. The elevated acidity is the palate's driving force, thrusting outward, overshadowing the tannins that have the quality of powdered sand.",US,Cabernet Franc,84,27.0
113035,"The top white wine from this producer, this is aged in wood for six months. It is rich and spicy, with layers of toast over the white stone fruits. Produced by a grouping of growers, the wine is bold, ripe and fruity. Drink from 2018.",Portugal,Portuguese White,90,25.0
13785,"Bitter orange rind and spice notes accent layers of sweet honey, pineapple and mango in this lusciously sweet, silky ice wine. Strikes of lemon-lime acidity add zest and vibrance through a long, lingering finish.",US,Riesling,91,49.0
